"LEAD_REFERENCE_NUMBER","CAMPAIGN_CODE","CIF","MARKETING_MESSAGE_LINE1","MARKETING_MESSAGE_LINE2","MARKETING_MESSAGE_LINE3","MARKETING_MESSAGE_LINE4","MARKETING_MESSAGE_LINE5","MARKETING_MESSAGE_LINE6","BRANCH_CODE","PERSONALIZED_MESSAGE","PRODUCT_OFFER","PROVINCE_CODE","REGION","CAMPAIGN_TYPE","LEAD_STATUS_CODE","OWNER_EMPLOYEE_ID","REFER_NAME","RESPONSE_DATE_TIME","RESPONSE_CODE"
"LMSV004037149","","3654758","","","","","","","299","","SVGXXXX","","50101","","1","000312231","","2018-02-27T11:08:34Z",""
"LMSV004037281","","8198449","","","","","","","322","","SVGXXXX","","60201","","1","000133850","","2018-02-27T12:11:37Z",""
"LMMM004001186","","9242903","","","","","","","322","","MMAXSVG","","60201","","1","000400580","","2018-01-31T16:10:52Z",""
"LMKM004001188","","6176852","","","","","","","322","","KMAXXXX","","60201","","1","000400580","","2018-01-31T16:12:02Z",""
"LMSV004113514","","8130276","","","","","","","652","","SVGXXXX","","60403","","1","000358655","","2018-04-24T11:04:45Z",""
"LMSV004113518","","11982809","","","","","","","652","","SVGXXXX","","60403","","1","000358655","","2018-04-24T11:05:40Z",""
"LMSV004113522","","14964890","","","","","","","652","","SVGXXXX","","60403","","1","000358655","","2018-04-24T11:06:16Z",""
"LMSV004113550","","10467538","","","","","","","652","","SVGXXXX","","60403","","1","000358655","","2018-04-24T11:17:15Z",""
"LMEL003967312","","1121574","","","","","","","318","","ELTKOLN","","60403","","1","011017753","","2018-01-04T11:38:25Z",""
"LMSV004037045","","5230103","","","","","","","411","","SVGXXXX","","60403","","2","000123034","","2018-02-27T10:08:39Z",""
"LMSV004039861","","758415","","","","","","","264","","SVGXXXX","","50101","","1","011014222","","2018-02-28T17:03:36Z",""
"LMSV004039940","","6761623","","","","","","","407","","SVGXXXX","","60201","","1","000262881","","2018-02-28T17:11:07Z",""
"LMSV003966859","","12183928","","","","","","","55","","SVGXXXX","","60201","","1","000230383","","2018-01-03T17:16:55Z",""
"LMSM004115372","","9753131","","","","","","","411","","SMSXXXX","","60403","","1","000237388","","2018-04-25T12:05:32Z",""
"LMMM003967411","","991884","","","","","","","719","","MMAXSVG","","60201","","1","000234419","","2018-01-04T13:14:19Z",""
"LMSV004035150","","3968982","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-02-25T16:02:29Z",""
"LMSV004035699","","3767909","","","","","","","185","","SVGXXXX","","50101","","1","011109410","","2018-02-26T13:29:29Z",""
"LMSV003966750","","3128182","","","","","","","111","","SVGXXXX","","60201","","1","000319350","","2018-01-03T15:56:33Z",""
"LMPA003968524","","999681","","","","","","","220","","PACXXXX","","60403","","1","011064581","","2018-01-05T12:24:47Z",""
"LMMM003999332","","5438491","","","","","","","349","","MMAXSVG","","60201","","1","000150607","","2018-01-30T09:48:50Z",""
"LMKM004041067","","10098809","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-03-01T18:08:07Z",""
"LMKM004041071","","15115858","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-03-01T18:10:06Z",""
"LMKM004041073","","16941124","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-03-01T18:11:04Z",""
"LMSV004041081","","3801787","","","","","","","518","","SVGXXXX","","50101","","1","000105114","","2018-03-01T18:20:35Z",""
"LMEN003967067","","1035632","","","","","","","349","","ENDXXXX","","60201","","1","000150607","","2018-01-04T09:07:11Z",""
"LMPA004034112","","4188495","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-02-23T16:55:19Z",""
"LMPA004034117","","4260660","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-02-23T16:56:40Z",""
"LMTD004034171","","9263476","","","","","","","349","","TDTXXXX","","60201","","1","011180130","","2018-02-23T17:08:00Z",""
"LMTH004034199","","5235244","","","","","","","358","","THASMGL","","60403","","1","000181842","","2018-02-23T17:15:42Z",""
"LMSV004034204","","12653092","","","","","","","407","","SVGXXXX","","60201","","1","000262881","","2018-02-23T17:16:51Z",""
"LMEL004034242","","10211147","","","","","","","55","","ELTKOLN","","60201","","1","000230383","","2018-02-23T17:26:30Z",""
"LMPL004034593","","11227521","","","","","","","688","","PLNSCHN","","50101","","1","000273011","","2018-02-24T11:27:41Z",""
"LMPA004037649","","100000000039644","","","","","","","140","Call","PACXXXX","","60403","","1","000395566","","2018-02-27T15:06:57Z",""
"LMSV004037684","","5405607","","","","","","","877","","SVGXXXX","","60201","","1","011144078","","2018-02-27T15:20:49Z",""
"LMMM004037814","","910455","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-02-27T16:01:40Z",""
"LMSV004002785","","5557970","","","","","","","333","","SVGXXXX","","50101","","1","011055555","","2018-02-01T15:42:23Z",""
"LMSV004002356","","8597913","","","","","","","55","","SVGXXXX","","60201","","1","000102616","","2018-02-01T08:47:40Z",""
"LMSV003967644","","861501","","","","","","","149","","SVGXXXX","","60201","","1","011144078","","2018-01-04T16:18:02Z",""
"LMSV003969037","","3803945","","","","","","","96","","SVGXXXX","","60201","","1","011048162","","2018-01-05T16:58:43Z",""
"LMSV003969628","","676300","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-01-06T13:54:51Z",""
"LMTD004034110","","13754639","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-02-23T16:53:06Z",""
"LMSV003999975","","4275244","","","","","","","349","","SVGXXXX","","60201","","1","011180130","","2018-01-30T17:16:19Z",""
"LMSV003968672","","475163","","","","","","","358","","SVGATMX","","60403","","1","000206169","","2018-01-05T13:58:44Z",""
"LMSV003966562","","12067309","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-01-03T11:33:59Z",""
"LMSV003966563","","5216281","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-01-03T11:34:53Z",""
"LMPA003969257","","995792","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-01-05T17:36:31Z",""
"LMPL004000190","","12401999","","","","","","","264","","PLNXXXX","","50101","","1","000224626","","2018-01-30T18:14:06Z",""
"LMSM004039963","","17413947","","","","","","","96","","SMSXXXX","","60201","","1","000108746","","2018-02-28T17:13:21Z",""
"LMMT004040124","","7338443","","","","","","","264","","MTFXXXX","","50101","","1","000224626","","2018-02-28T17:29:02Z",""
"LMMT004040217","","6671722","","","","","","","264","","MTFXXXX","","50101","","3","000224626","","2018-02-28T17:36:24Z",""
"LMSV003967773","","747332","","","","","","","592","","SVGXXXX","","60201","","1","000281436","","2018-01-04T16:51:01Z",""
"LMSV004002486","","5615880","","","","","","","299","","SVGXXXX","","50101","","1","000312231","","2018-02-01T11:09:14Z",""
"LMAZ004002752","","572404","","","","","","","55","","AZAY115","","60201","","1","000150896","","2018-02-01T15:01:28Z",""
"LMSV004040610","","18868844","","","","","","","233","","SVGXXXX","","60201","","1","000184275","","2018-02-28T18:31:07Z",""
"LMMM004039237","","12979193","","","","","","","688","","MMAXSVG","","50101","","1","011048733","","2018-02-28T13:26:49Z",""
"LMSV003967931","","7365303","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-01-04T17:24:59Z",""
"LMTD003967557","","492485","","","","","","","96","","TDT09MX","","60201","","1","000135640","","2018-01-04T15:05:04Z",""
"LMKM004040573","","15615615","","","","","","","50","","KMAXXXX","","60201","","1","000091751","","2018-02-28T18:23:06Z",""
"LMPL004040782","","10847112","","","","","","","85","","PLNXXXX","","50101","","2","000287870","","2018-02-28T19:33:21Z",""
"LMPL004040862","","20082247","","","","","","","85","","PLNXXXX","","50101","","2","000287870","","2018-02-28T19:55:54Z",""
"LMKF003967976","","6183896","","","","","","","373","","KFCVISA","","50101","","1","011107265","","2018-01-04T17:48:00Z",""
"LMSV004036573","","325128","","","","","","","319","","SVGXXXX","","60403","","1","000208967","","2018-02-26T18:35:11Z",""
"LMVD003966472","","8196627","","","","","","","111","","VDBXXXX","","60201","","1","000319350","","2018-01-03T09:45:31Z",""
"LMSV004002052","","6459153","","","","","","","185","","SVGXXXX","","50101","","1","000365817","","2018-01-31T19:27:06Z",""
"LMSV004037130","","12015735","","","","","","","322","","SVGXXXX","","60201","","1","000266635","","2018-02-27T10:55:33Z",""
"LMSV004037140","","16655861","","","","","","","322","","SVGXXXX","","60201","","1","000266635","","2018-02-27T10:59:03Z",""
"LMSV004037142","","17002424","","","","","","","322","","SVGXXXX","","60201","","1","000266635","","2018-02-27T10:59:38Z",""
"LMVD004040673","","4245344","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-28T18:57:11Z",""
"LMVD004040699","","8828635","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-28T19:06:20Z",""
"LMKC004035861","","10705758","","","","","","","185","","KCCXXXX","","50101","","1","000379388","","2018-02-26T14:53:23Z",""
"LMSV004036005","","7559477","","","","","","","407","","SVGXXXX","","60201","","1","000262881","","2018-02-26T15:53:11Z",""
"LMSV004037534","","19476488","","","","","","","322","","SVGXXXX","","60201","","1","000133850","","2018-02-27T14:13:56Z",""
"LMMG004037100","","1103461","","","","","","","322","","MGLXXXX","","60201","","1","000133850","","2018-02-27T10:44:33Z",""
"LMSV004037541","","9701770","","","","","","","322","","SVGXXXX","","60201","","1","000133850","","2018-02-27T14:18:49Z",""
"LMSV003968153","","8875972","","","","","","","592","","SVGXXXX","","60201","","1","000194449","","2018-01-05T08:38:52Z",""
"LMKM004041034","","4052351","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-03-01T14:19:58Z",""
"LMKM004041038","","5790846","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-03-01T14:22:02Z",""
"LMKM004038096","","3760727","","","","","","","711","","KMAXXXX","","50101","","1","011113545","","2018-02-27T17:24:21Z",""
"LMSM004038253","","956854","","","","","","","299","","SMSXXXX","","50101","","1","000346247","","2018-02-27T17:44:27Z",""
"LMEL004036254","","10056634","","","","","","","96","","ELTKOLN","","60201","","1","000158444","","2018-02-26T17:12:49Z",""
"LMSV003999357","","7745898","","","","","","","264","","SVGXXXX","","50101","","1","000295998","","2018-01-30T10:10:54Z",""
"LMSV003999366","","10358842","","","","","","","264","","SVGXXXX","","50101","","1","000295998","","2018-01-30T10:14:10Z",""
"LMMT004047911","","9999156","","","","","","","411","","MTFBOND","","60403","","1","011084274","","2018-03-08T14:26:15Z",""
"LMSV004054092","","10831843","","","","","","","299","","SVGXXXX","","50101","","1","000312231","","2018-03-13T17:12:14Z",""
"LMTD004002712","","928674","","","","","","","96","","TDT09MX","","60201","","1","000158444","","2018-02-01T14:41:41Z",""
"LMMG004041337","","6857086","","","","","","","358","เลือกดูโครงการบ้าน ยังไม่ตัดสินใจ","MGLXXXX","","60403","","2","011039690","","2018-03-02T11:24:23Z",""
"LMSM004041386","","16483221","","","","","","","318","","SMSXXXX","","60403","","1","011170677","","2018-03-02T11:54:58Z",""
"LMSM004041407","","21527370","","","","","","","318","","SMSXXXX","","60403","","1","011170677","","2018-03-02T12:04:49Z",""
"LMSV004041803","","4037498","","","","","","","333","","SVGXXXX","","50101","","1","011055555","","2018-03-02T16:54:17Z",""
"LMSV004054308","","571373","","","","","","","233","","SVGXXXX","","60201","","1","000184275","","2018-03-13T17:56:12Z",""
"LMSM004048058","","5264950","","","","","","","318","","SMSXXXX","","60403","","1","011170677","","2018-03-08T15:25:34Z",""
"LMSV004054582","","3149185","","","","","","","711","","SVGXXXX","","50101","","1","000234906","","2018-03-13T19:50:19Z",""
"LMSV004003625","","8132036","","","","","","","111","","SVGXXXX","","60201","","1","000319350","","2018-02-02T13:32:30Z",""
"LMPA004114342","","13353937","","","","","","","592","","PACXXXX","","60201","","1","000194449","","2018-04-24T17:13:42Z",""
"LMPL004042492","","10150709","","","","","","","373","- ลูกค้าเป็น พนง. บจก.Excell - Payroll 373- นำเสนอ P-loan","PLNXXXX","","50101","","2","000269753","","2018-03-03T16:43:03Z",""
"LMSV004048111","","736725","","","","","","","96","","SVGXXXX","","60201","","1","000135640","","2018-03-08T15:49:41Z",""
"LMVD004036918","","4820130","","","","","","","55","","VDBXXXX","","60201","","1","000150896","","2018-02-27T09:10:31Z",""
"LMPA004036925","","4878320","","","","","","","55","","PACXXXX","","60201","","1","000150896","","2018-02-27T09:12:27Z",""
"LMTD004116201","","5390651","","","","","","","530","UTL REFER","TDT09MX","","60403","","1","000189662","","2018-04-25T17:47:40Z",""
"LMPM004003699","","100000000039281","","","","","","","530","","PMTCARX","","60403","","1","000319251","","2018-02-02T14:27:11Z",""
"LMSV004003722","","1065787","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-02-02T14:37:35Z",""
"LMSV004041543","","8692523","","","","","","","592","","SVGXXXX","","60201","","1","000281436","","2018-03-02T13:38:41Z",""
"LMSV004045797","","5023140","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-03-07T10:56:51Z",""
"LMSV004045848","","10178428","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-03-07T11:23:01Z",""
"LMSV004045860","","1033091","","","","","","","514","จะกลับมาทำATM","SVGXXXX","","60403","","1","000166314","","2018-03-07T11:32:40Z",""
"LMVD004036949","","8805572","","","","","","","55","","VDBXXXX","","60201","","1","000150896","","2018-02-27T09:17:44Z",""
"LMVD004036950","","9518699","","","","","","","55","","VDBXXXX","","60201","","1","000150896","","2018-02-27T09:18:25Z",""
"LMSV004037156","","5983917","","","","","","","299","","SVGXXXX","","50101","","1","000312231","","2018-02-27T11:11:46Z",""
"LMSV004113984","","10133435","","","","","","","378","","SVGXXXX","","50101","","1","011204146","","2018-04-24T14:55:50Z",""
"LMPA004001677","","5523984","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-01-31T17:45:27Z",""
"LMSV004042431","","1083247","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-03-03T14:27:55Z",""
"LMSV004048721","","4186982","","","","","","","407","","SVGXXXX","","60201","","1","000403097","","2018-03-08T18:09:38Z",""
"LMPA004114435","","900014250","","","","","","","25","","PACXXXX","","60403","","1","000185041","","2018-04-24T17:36:56Z",""
"LMTD004041184","","5504286","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-03-02T09:06:24Z",""
"LMSV004042056","","10761183","","","","","","","55","","SVGXXXX","","60201","","1","000178137","","2018-03-02T18:03:29Z",""
"LMSV004042060","","4242270","","","","","","","55","","SVGXXXX","","60201","","1","000178137","","2018-03-02T18:04:12Z",""
"LMPL003999600","","3902655","","","","","","","264","","PLNXXXX","","50101","","1","000224626","","2018-01-30T13:57:44Z",""
"LMVD003999794","","13163046","","","","","","","719","","VDBXXXX","","60201","","1","011076403","","2018-01-30T16:29:53Z",""
"LMEN004114666","","8059545","","","","","","","333","","ENDXXXX","","50101","","2","011010329","","2018-04-24T18:12:18Z",""
"LMSV004047380","","15690519","","","","","","","407","","SVGXXXX","","60201","","1","000262881","","2018-03-08T10:12:42Z",""
"LMPA004047398","","4197307","","","","","","","322","","PACPROM","","60201","","1","000369074","","2018-03-08T10:17:19Z",""
"LMPA004048365","","830280","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-03-08T17:04:44Z",""
"LMPA004048377","","4125346","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-03-08T17:08:19Z",""
"LMPL004040805","","15620273","","","","","","","85","","PLNXXXX","","50101","","2","000287870","","2018-02-28T19:39:24Z",""
"LMCM004034768","","17736161","","","","","","","719","","CMLXXXX","","60201","","1","011076403","","2018-02-24T15:21:28Z",""
"LMSV004035330","","13878413","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-02-26T09:05:52Z",""
"LMSV004036154","","18446103","","","","","","","185","","SVGXXXX","","50101","","1","000379388","","2018-02-26T16:43:42Z",""
"LMSV004004371","","3427792","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-02-03T14:14:19Z",""
"LMSM004041187","","17053965","","","","","","","318","","SMSXXXX","","60403","","1","011170677","","2018-03-02T09:07:46Z",""
"LMMM004041564","","15652609","","","","","","","111","","MMAXSVG","","60201","","1","000319350","","2018-03-02T14:00:45Z",""
"LMMM004001077","","4282008","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-01-31T14:59:01Z",""
"LMTD004001083","","1101853","","","","","","","373","","TDT09MX","","50101","","1","011133352","","2018-01-31T15:03:01Z",""
"LMKM004001194","","12359328","","","","","","","322","","KMAXXXX","","60201","","1","000400580","","2018-01-31T16:14:23Z",""
"LMKM004001251","","8311916","","","","","","","322","","KMAXXXX","","60201","","1","000400580","","2018-01-31T16:28:35Z",""
"LMEN004048810","","8272845","","","","","","","711","","ENDXXXX","","50101","","1","000234906","","2018-03-08T18:42:11Z",""
"LMSV004046233","","479104","","","","","","","652","","SVGXXXX","","60403","","1","000329722","","2018-03-07T14:43:58Z",""
"LMSV004034098","","14812737","","","","","","","407","","SVGXXXX","","60201","","1","000262881","","2018-02-23T16:50:33Z",""
"LMSV004034120","","20982425","","","","","","","407","","SVGXXXX","","60201","","1","000403097","","2018-02-23T16:57:49Z",""
"LMSV004036366","","352410","","","","","","","326","","SVGXXXX","","50101","","1","000197764","","2018-02-26T17:34:43Z",""
"LMSV004036490","","7465093","","","","","","","55","","SVGXXXX","","60201","","1","000230383","","2018-02-26T18:08:43Z",""
"LMSV004036626","","782026","","","","","","","319","","SVGXXXX","","60403","","1","000208967","","2018-02-26T18:47:12Z",""
"LMTD004041225","","1040047","","","","","","","233","","TDT09MX","","60201","","1","000173153","","2018-03-02T09:52:41Z",""
"LMTD004042156","","6595503","","","","","","","96","","TDT09MX","","60201","","1","000230409","","2018-03-02T18:41:38Z",""
"LMVD004042171","","10275160","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-03-02T18:45:46Z",""
"LMMM004050044","","12267267","","","","","","","349","","MMAXSVG","","60201","","1","011180130","","2018-03-09T16:45:03Z",""
"LMCM004046903","","21815299","","","","","","","326","","CMLXXXX","","50101","","2","000121350","","2018-03-07T18:15:21Z",""
"LMMM004116182","","5249923","","","","","","","530","UTL REFER","MMAXSVG","","60403","","1","000189662","","2018-04-25T17:43:24Z",""
"LMMT004034178","","11908911","","","","","","","96","","MTFXXXX","","60201","","1","000108746","","2018-02-23T17:10:45Z",""
"LMVD004034197","","21776245","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-02-23T17:15:33Z",""
"LMSV004034235","","6906426","","","","","","","407","","SVGXXXX","","60201","","1","000262881","","2018-02-23T17:23:34Z",""
"LMCM004037492","","322791","","","","","","","288","","CMLXXXX","","60403","","1","000137406","","2018-02-27T13:55:48Z",""
"LMPL004037678","","21331168","","","","","","","140","Call","PLNXXXX","","60403","","1","000395566","","2018-02-27T15:18:37Z",""
"LMVD004042193","","4269720","","","","","","","55","","VDBXXXX","","60201","","1","000230383","","2018-03-02T18:51:59Z",""
"LMSV004042261","","21040897","","","","","","","349","","SVGXXXX","","60201","","1","000262725","","2018-03-02T19:20:29Z",""
"LMSM004044640","","1080338","","","","","","","96","","SMSXXXX","","60201","","1","000108746","","2018-03-06T14:30:11Z",""
"LMEL004047623","","3937331","","","","","","","140","","ELTKOLN","","60403","","1","000337519","","2018-03-08T11:37:45Z",""
"LMPA004047662","","11945998","","","","","","","25","","PACXXXX","","60403","","1","000185041","","2018-03-08T11:53:21Z",""
"LMSV004051473","","10600895","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-03-12T09:37:44Z",""
"LMSV004051474","","14179069","","","","","","","792","","SVGXXXX","","60201","","1","011148996","","2018-03-12T09:39:32Z",""
"LMEN004052944","","21667641","","","","","","","792","","ENDXXXX","","60201","","1","000192641","","2018-03-13T09:27:53Z",""
"LMEL004053157","","1069277","","","","","","","318","","ELTKOLN","","60403","","1","011017753","","2018-03-13T11:16:48Z",""
"LMSM004053170","","5264939","","","","","","","318","","SMSXXXX","","60403","","1","011017753","","2018-03-13T11:23:37Z",""
"LMSM004053171","","10040191","","","","","","","318","","SMSXXXX","","60403","","1","011017753","","2018-03-13T11:24:14Z",""
"LMMM004113481","","7992259","","","","","","","378","","MMAXSVG","","50101","","1","000258574","","2018-04-24T10:37:16Z",""
"LMTD004116579","","1059909","","","","","","","592","","TDT09MX","","60201","","1","000194449","","2018-04-26T08:40:48Z",""
"LMSM004115159","","13844351","","","","","","","96","","SMSXXXX","","60201","","1","000108746","","2018-04-25T10:50:09Z",""
"LMSV004045513","","8694185","","","","","","","592","","SVGXXXX","","60201","","1","000194449","","2018-03-07T08:14:16Z",""
"LMMM004051990","","8441740","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-03-12T14:27:09Z",""
"LMMM004053724","","21100058","","","","","","","592","","MMAXSVG","","60201","","1","000228809","","2018-03-13T15:24:51Z",""
"LMSV004034804","","3755713","","","","","","","185","","SVGXXXX","","50101","","1","000379388","","2018-02-24T16:07:27Z",""
"LMSV004004010","","5300532","","","","","","","333","","SVGXXXX","","50101","","1","011055555","","2018-02-02T17:36:42Z",""
"LMSV004036054","","3738251","","","","","","","185","","SVGXXXX","","50101","","1","011109410","","2018-02-26T16:07:01Z",""
"LMSV004035331","","16699867","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-02-26T09:06:29Z",""
"LMMM004039050","","1063796","","","","","","","149","","MMAXSVG","","60201","","1","011154648","","2018-02-28T11:42:25Z",""
"LMPA004003375","","4199238","","","","","","","322","","PACXXXX","","60201","","1","000369074","","2018-02-02T10:30:22Z",""
"LMKC004036576","","17445043","","","","","","","319","","KCCVSPT","","60403","","1","000208967","","2018-02-26T18:37:07Z",""
"LMSV004036593","","12646971","","","","","","","319","","SVGXXXX","","60403","","1","000208967","","2018-02-26T18:40:41Z",""
"LMPR004039169","","5008586","","","","","","","149","","PRNSCHN","","60201","","1","011154648","","2018-02-28T12:34:52Z",""
"LMMT004115220","","17904673","","","","","","","96","","MTFXXXX","","60201","","1","000108746","","2018-04-25T11:05:28Z",""
"LMKC004041552","","4185703","","","","","","","792","","KCCVSPT","","60201","","1","000192641","","2018-03-02T13:49:07Z",""
"LMSV004038993","","100000000039661","","","","","","","140","ลูกค้า walk in","SVGXXXX","","60403","","1","000395566","","2018-02-28T11:00:05Z",""
"LMKM004038994","","100000000039661","","","","","","","140","","KMAXXXX","","60403","","1","000395566","","2018-02-28T11:00:05Z",""
"LMMM004050382","","10218818","","","","","","","96","","MMAXSVG","","60201","","1","000158444","","2018-03-09T18:20:27Z",""
"LMSV004115343","","16348570","","","","","","","411","","SVGXXXX","","60403","","1","000237388","","2018-04-25T11:51:48Z",""
"LMTD004041485","","128971","","","","","","","96","","TDT09MX","","60201","","1","000071050","","2018-03-02T12:32:00Z",""
"LMSV004114562","","5508637","","","","","","","185","","SVGXXXX","","50101","","1","011109410","","2018-04-24T17:54:25Z",""
"LMMM004114600","","6583577","","","","","","","185","","MMAXSVG","","50101","","1","011109410","","2018-04-24T17:59:26Z",""
"LMSV004114619","","7486956","","","","","","","185","","SVGXXXX","","50101","","1","011109410","","2018-04-24T18:02:29Z",""
"LMSV004050942","","8802145","","","","","","","185","","SVGXXXX","","50101","","1","011109410","","2018-03-10T16:23:31Z",""
"LMSV004004372","","3430905","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-02-03T14:14:56Z",""
"LMMG004004450","","9576954","","","","","","","264","","MGLCASH","","50101","","3","000224626","","2018-02-03T15:17:02Z",""
"LMMM004061809","","336217","","","","","","","518","","MMAXSVG","","50101","","1","000310284","","2018-03-17T16:15:43Z",""
"LMSV004061814","","1071541","","","","","","","518","","SVGATMX","","50101","","1","000310284","","2018-03-17T16:22:01Z",""
"LMSM004042556","","15649434","","","","","","","652","","SMSXXXX","","60403","","1","000181651","","2018-03-03T18:43:38Z",""
"LMMT004045593","","924717","","","","","","","719","","MTFBOND","","60201","","1","000145383","","2018-03-07T09:29:51Z",""
"LMCR004059133","","11190422","","","","","","","25","","CRLNEWX","","60403","","1","000185041","","2018-03-16T09:19:57Z",""
"LMSV004069952","","4246250","","","","","","","55","","SVGXXXX","","60201","","1","000178137","","2018-03-22T18:38:51Z",""
"LMSV004042432","","9997511","","","","","","","530","","SVGXXXX","","60403","","1","000319251","","2018-03-03T14:29:08Z",""
"LMSV004039155","","8969948","","","","","","","149","","SVGXXXX","","60201","","1","011154648","","2018-02-28T12:26:08Z",""
"LMSV004045799","","6397991","","","","","","","220","","SVGXXXX","","60403","","1","000378190","","2018-03-07T10:58:21Z",""
"LMSV004045961","","19426733","","","","","","","322","","SVGXXXX","","60201","","1","000133850","","2018-03-07T12:09:40Z",""
"LMSV004045977","","13985499","","","","","","","322","","SVGXXXX","","60201","","1","000133850","","2018-03-07T12:14:07Z",""
"LMSV004042042","","8949084","","","","","","","264","","SVGXXXX","","50101","","1","000295998","","2018-03-02T18:00:53Z",""
"LMSM004059825","","1100928","","","","","","","149","","SMSXXXX","","60201","","1","011217551","","2018-03-16T13:24:59Z",""
"LMEL004059828","","3887206","","","","","","","149","","ELTKOLN","","60201","","1","011217551","","2018-03-16T13:27:27Z",""
"LMSV004041753","","8607728","","","","","","","50","","SVGXXXX","","60201","","1","000126383","","2018-03-02T16:38:12Z",""
"LMMM004037791","","8552545","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-02-27T15:57:14Z",""
"LMPA004053591","","14160630","","","","","","","50","","PACXXXX","","60201","","1","000184879","","2018-03-13T14:39:49Z",""
"LMMM004053635","","900013610","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-03-13T14:54:15Z",""
"LMAY004113763","","17740517","","","","","","","719","","AYFDLMF","","60201","","1","000234419","","2018-04-24T12:55:34Z",""
"LMSM004114258","","9587247","","","","","","","96","","SMSXXXX","","60201","","1","000108746","","2018-04-24T16:50:09Z",""
"LMMM004114284","","14944941","","","","","","","349","","MMAXSVG","","60201","","1","011180130","","2018-04-24T16:56:49Z",""
"LMSV004063375","","752255","","","","","","","221","","SVGXXXX","","60403","","1","000127365","","2018-03-19T15:05:36Z",""
"LMSM004003851","","606221","","","","","","","592","","SMESXXX","","60201","","1","000228809","","2018-02-02T16:33:03Z",""
"LMSV004047768","","17417221","","","","","","","50","","SVGXXXX","","60201","","1","000126383","","2018-03-08T13:11:03Z",""
"LMTD004051417","","8584619","","","","","","","373","","TDT12MX","","50101","","1","011133352","","2018-03-12T08:54:54Z",""
"LMMM004060243","","691727","","","","","","","149","","MMAXSVG","","60201","","1","011154648","","2018-03-16T16:11:40Z",""
"LMSV004060262","","3187892","","","","","","","149","","SVGXXXX","","60201","","1","011154648","","2018-03-16T16:17:20Z",""
"LMSV004037133","","16715622","","","","","","","596","","SVGXXXX","","50101","","1","000115899","","2018-02-27T10:56:36Z",""
"LMMM004037815","","7235277","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-02-27T16:02:20Z",""
"LMMM004037819","","923534","","","","","","","378","","MMAXSVG","","50101","","1","011012143","","2018-02-27T16:03:00Z",""
"LMSV004113849","","321016","","","","","","","264","","SVGXXXX","","50101","","1","011014222","","2018-04-24T13:51:07Z",""
"LMTH004037608","","5235244","","","","","","","358","","THASMGL","","60403","","1","000181842","","2018-02-27T14:57:12Z",""
"LMSV004037134","","15396307","","","","","","","322","","SVGXXXX","","60201","","1","000266635","","2018-02-27T10:56:55Z",""
"LMSV004037153","","14857064","","","","","","","299","","SVGXXXX","","50101","","1","000312231","","2018-02-27T11:09:44Z",""
"LMMM004054702","","4257606","","","","","","","96","","MMAXSVG","","60201","","1","000071050","","2018-03-14T08:58:00Z",""
"LMEL004055569","","12804814","","","","","","","347","","ELTXXXX","","60403","","1","000393256","","2018-03-14T15:22:20Z",""
